"survey_offers","survey_plans","survey_salary","fulltimejob","survey_internships","major1"
"1","accepted fulltime job",70000,1,"2","Business Analytics"
"1","continuing education",NA,1,"0","Marketing"
"0","continuing education",NA,0,"0","Accountancy"
NA,"continuing education",NA,0,"0","Accountancy"
"1","accepted fulltime job",NA,1,"0","Accountancy"
"na","continuing education",NA,1,"0","Finance"
"0","continuing education",NA,0,"0","Finance"
"0","not seeking employment",NA,0,"0","Management and Leadership"
NA,"continuing education",NA,0,"0","Finance"
NA,"continuing education",NA,0,"0","Finance"
"0","continuing education",NA,0,"0","Human Capital Mgmt& Leadership"
NA,"continuing education",NA,0,"0","Accountancy"
"0","not seeking employment",NA,0,"0","Management and Leadership"
"0","continuing education",NA,0,"0","Accountancy"
"0","continuing education",NA,0,"2","Marketing"
NA,"continuing education",NA,0,"0","Finance"
"1","seeking employment",NA,1,"1","Accountancy"
"1","seeking continuing education",NA,1,"2","Accountancy"
NA,"continuing education",NA,0,"0","Finance"
"0","continuing education",NA,0,"2","Finance"
NA,"continuing education",NA,0,"0","Finance"
"0","continuing education",NA,0,"3","Finance"
NA,"accepted fulltime job",53000,1,"0","Accountancy"
"na","continuing education",NA,1,"1","Finance"
"0","continuing education",NA,0,"2","Accountancy"
"0","continuing education",NA,0,"0","Business Analytics"
NA,"continuing education",NA,0,"0","Finance"
NA,"accepted parttime job",NA,0,"2","Supply Chain & Operations Mgmt"
NA,"accepted parttime job",NA,0,"0","Marketing"
"0","continuing education",NA,0,"0","Business Analytics"
"0","continuing education",NA,0,"1","Supply Chain & Operations Mgmt"
"0","continuing education",NA,0,"0","Finance"
NA,"seeking continuing education",NA,0,"0","Accountancy"
"1","accepted fulltime job",65000,1,"2","Accountancy"
"2","accepted fulltime job",62000,1,"2","Accountancy"
"1","accepted fulltime job",60000,1,"3","Marketing"
"1","accepted fulltime job",60000,1,"1","Accountancy"
"2","accepted fulltime job",NA,1,"0","Marketing"
"2","accepted fulltime job",67100,1,"2","Information Systems"
"0","seeking continuing education",NA,0,"0","Finance"
